LoyaltyID,Customer ID,Senior Citizen,Partner,Dependents,Tenure,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Gender,Age,Under 30,Senior Citizen,Married,Dependents,Number of Dependents,City,Zip Code,Latitude,Longitude,Population,Total Revenue,Satisfaction Score,Customer Status,Churn Value,Churn Score,Churn Category,Churn Reason
176436,0330-IVZHA,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.95,330.15,Female,55,No,No,Yes,No,0,Anderson,96007,40.448632,-122.306657,21418,415.55,2,Churned,1,81,Attitude,Attitude of service provider
771307,3794-NFNCH,No,Yes,No,30,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50,1474.9,Male,53,No,No,Yes,No,0,Bella Vista,96008,40.722733,-122.109666,899,2169.7,4,Stayed,0,29,0,0
820749,5193-QLVZB,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.75,6536.5,Male,52,No,No,No,No,0,Bieber,96009,41.083464,-121.107929,595,9607.75,5,Stayed,0,30,0,0
147100,7114-AEOZE,No,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1128.1,Female,53,No,No,No,No,0,Big Bar,96010,40.775272,-123.287414,269,2995.3,4,Stayed,0,58,0,0
400636,2886-KEFUM,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,107.5,6873.75,Female,50,No,No,Yes,No,0,Big Bend,96011,41.096569,-121.879082,265,7055.34,3,Churned,1,96,Attitude,Attitude of support person
425776,5522-NYKPB,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,85.9,2199.05,Male,26,Yes,No,Yes,Yes,3,Burney,96013,40.946785,-121.719489,4552,2493.8,3,Stayed,0,79,0,0
835975,4237-RLAQD,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Male,58,No,No,No,No,0,Callahan,96014,41.388397,-122.794636,290,90.6,2,Churned,1,94,Attitude,Attitude of support person
692291,9957-YODKZ,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.8,457.1,Male,75,No,Yes,Yes,No,0,Canby,96015,41.486953,-120.913975,417,588.32,5,Stayed,0,68,0,0
123773,6518-KZXCB,No,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25,566.5,Male,61,No,No,No,No,0,Cassel,96016,40.936285,-121.572692,344,671.88,4,Stayed,0,61,0,0
781855,2245-ADZFJ,No,Yes,Yes,31,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.55,2471.6,Female,58,No,No,Yes,No,0,Castella,96017,41.121108,-122.336613,228,3355.72,4,Stayed,0,24,0,0
689187,7776-QGYJC,No,Yes,Yes,39,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),81.5,3107.3,Female,64,No,No,Yes,Yes,5,Shasta Lake,96019,40.692523,-122.369876,6277,4693.82,5,Stayed,0,25,0,0
898887,9313-QOLTZ,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,518.3,Male,31,No,No,No,No,0,Chester,96020,40.243494,-121.154733,2664,1343.28,3,Stayed,0,51,0,0
384479,9651-GTSAQ,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.1,5769.75,Female,44,No,No,Yes,No,0,Corning,96021,39.913777,-122.289984,13840,7364.52,3,Churned,1,94,Attitude,Attitude of support person
488224,3186-BAXNB,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,91.7,91.7,Female,20,Yes,No,No,No,0,Cottonwood,96022,40.336392,-122.448533,12348,108.93,3,Churned,1,71,Attitude,Attitude of service provider
506508,4672-FOTSD,No,No,No,12,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.25,832.3,Male,54,No,No,No,No,0,Dorris,96023,41.949216,-122.050062,1162,1381.9,3,Stayed,0,56,0,0
112794,0637-YLETY,No,No,No,16,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),95.6,1555.65,Female,39,No,No,No,No,0,Douglas City,96024,40.586588,-122.903677,960,1859.49,1,Churned,1,96,Attitude,Attitude of service provider
142147,9818-XQCUV,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,45.3,Female,52,No,No,No,No,0,Dunsmuir,96025,41.212695,-122.392067,2602,97.14,3,Joined,0,61,0,0
352039,7338-ERIVA,No,No,Yes,39,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.05,1790.6,Male,40,No,No,No,No,0,Etna,96027,41.405193,-123.008567,2156,1790.6,3,Stayed,0,61,0,0
683685,1157-BQCUW,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,74.95,Male,59,No,No,No,No,0,Fall River Mills,96028,41.017282,-121.468945,1902,105.02,1,Churned,1,82,Competitor,Competitor had better devices
753068,8259-NFJTV,No,Yes,Yes,7,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,34.65,246.6,Female,37,No,No,Yes,Yes,1,Flournoy,96029,39.84784,-122.544556,84,246.6,3,Stayed,0,45,0,0
559040,3223-DWFIO,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.35,261.65,Male,77,No,Yes,No,No,0,Forks Of Salmon,96031,41.232128,-123.194748,170,382.09,3,Stayed,0,26,0,0
123883,2660-EMUBI,Yes,No,No,10,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,898.35,Male,71,No,Yes,No,No,0,Escondido,92027,33.141265,-116.967221,48690,1312.05,1,Churned,1,75,Competitor,Competitor made better offer
219955,6968-GMKPR,No,No,No,55,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.55,4509.5,Female,39,No,No,No,No,0,French Gulch,96033,40.740138,-122.587476,373,5738.2,3,Stayed,0,80,0,0
231530,4751-ERMAN,No,Yes,Yes,72,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.4,5480.25,Male,43,No,No,Yes,No,0,Gazelle,96034,41.411315,-122.697236,392,8515.77,3,Stayed,0,35,0,0
445444,1436-ZMJAN,No,Yes,No,10,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.8,653.15,Female,62,No,No,Yes,No,0,Gerber,96035,40.03194,-122.176023,3357,1023.95,5,Stayed,0,79,0,0
996859,3292-PBZEJ,Yes,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.4,1183.05,Male,75,No,Yes,No,No,0,Greenview,96037,41.528541,-122.955018,295,1251.98,3,Stayed,0,28,0,0
371159,0799-DDIHE,No,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,46.3,639.45,Female,24,Yes,No,Yes,Yes,3,Grenada,96038,41.599978,-122.539381,616,1003.5,5,Stayed,0,68,0,0
842064,3070-FNFZQ,No,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.4,478.75,Female,48,No,No,Yes,Yes,1,Happy Camp,96039,41.831901,-123.487478,1294,1389.32,4,Stayed,0,33,0,0
870488,2812-SFXMJ,No,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,20.05,Male,46,No,No,No,Yes,3,Hat Creek,96040,40.789799,-121.474529,397,27.71,3,Joined,0,27,0,0
641364,7675-OZCZG,Yes,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45,127.1,Female,76,No,Yes,No,No,0,Fallbrook,92028,33.362575,-117.299644,42239,227.52,3,Churned,1,77,Competitor,Competitor made better offer
783300,5014-WUQMG,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,96.1,4391.45,Male,23,Yes,No,Yes,Yes,2,Hornbrook,96044,41.962127,-122.527696,1026,5124.18,3,Stayed,0,68,0,0
273052,5312-TSZVC,No,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,270.6,Female,36,No,No,No,No,0,Hyampom,96046,40.648024,-123.465088,268,624,5,Stayed,0,34,0,0
231233,2003-CKLOR,No,No,No,66,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,99.5,6710.5,Male,62,No,No,No,No,0,Igo,96047,40.524535,-122.647172,911,8414.62,2,Churned,1,73,Other,Moved
944261,0993-OSGPT,Yes,Yes,No,68,Yes,No,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),60.65,3975.9,Female,78,No,Yes,Yes,No,0,Junction City,96048,40.913192,-123.06597,734,6733.3,5,Stayed,0,24,0,0
568524,9254-RBFON,No,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),98.6,1704.95,Female,38,No,No,Yes,No,0,Klamath River,96050,41.816595,-122.948287,482,1796.75,2,Churned,1,91,Competitor,Competitor had better devices
835370,1205-WNWPJ,No,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.5,415.95,Female,54,No,No,No,No,0,Lakehead,96051,40.883853,-122.418258,1236,431.63,3,Churned,1,91,Other,Moved
255028,9391-EOYLI,Yes,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.45,950.2,Male,77,No,Yes,Yes,No,0,Lewiston,96052,40.704293,-122.803899,1845,1033.84,2,Churned,1,69,Competitor,Competitor made better offer
125606,7108-DGVUU,Yes,Yes,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),71.7,1497.05,Female,73,No,Yes,Yes,No,0,Lookout,96054,41.280478,-121.160249,386,2233.35,5,Stayed,0,38,0,0
562234,2782-JEEBU,No,No,No,21,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,36,780.15,Male,39,No,No,No,No,0,Los Molinos,96055,40.059385,-122.091481,3756,780.15,4,Stayed,0,64,0,0
772550,5127-BZENZ,No,Yes,Yes,56,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),65.2,3512.15,Female,62,No,No,Yes,No,0,Mcarthur,96056,41.10831,-121.360362,1554,5736.47,3,Stayed,0,26,0,0
722715,2720-FVBQP,No,Yes,Yes,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),48.95,273.25,Female,28,Yes,No,Yes,Yes,1,Mccloud,96057,41.251322,-122.105209,1586,422.23,3,Stayed,0,30,0,0
593543,9906-NHHVC,Yes,No,No,65,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),53.5,3517.9,Female,75,No,Yes,No,No,0,Macdoel,96058,41.769709,-121.92063,816,3517.9,3,Stayed,0,76,0,0
829567,4522-XRWWI,No,Yes,No,42,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),80.45,3375.9,Male,30,No,No,Yes,No,0,Manton,96059,40.426679,-121.850421,598,4102.92,3,Stayed,0,62,0,0
502023,3766-EJLFL,No,Yes,Yes,68,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.05,7508.55,Female,55,No,No,Yes,Yes,3,Mill Creek,96061,40.331975,-121.460674,78,8761.11,4,Stayed,0,80,0,0
973357,5939-SXWHM,No,Yes,Yes,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.3,1245.05,Male,59,No,No,Yes,Yes,3,Millville,96062,40.531257,-122.148139,830,2240.09,3,Stayed,0,72,0,0
575004,8152-UOBNY,Yes,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,106.8,5347.95,Female,66,No,Yes,No,No,0,Mineral,96063,40.408796,-121.579609,124,5877.95,3,Stayed,0,59,0,0
511709,7351-KYHQH,Yes,No,No,7,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.95,493.65,Female,67,No,Yes,No,No,0,Fallbrook,92028,33.362575,-117.299644,42239,548.39,4,Stayed,0,37,0,0
434943,7643-RCHXS,No,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,19.35,1263.85,Female,31,No,No,Yes,Yes,3,Montgomery Creek,96065,40.877552,-121.885884,431,3899.77,4,Stayed,0,23,0,0
379716,8246-SHFGA,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.1,385.55,Male,24,Yes,No,No,No,0,Mount Shasta,96067,41.33832,-122.290756,7309,963.89,3,Stayed,0,78,0,0
360902,8387-MOJJT,No,Yes,Yes,42,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),77.95,3384,Female,53,No,No,Yes,No,0,Nubieber,96068,41.082472,-121.195215,240,4812.84,1,Churned,1,82,Competitor,Competitor made better offer
471635,0620-XEFWH,No,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.85,84.2,Male,41,No,No,Yes,Yes,1,Oak Run,96069,40.689243,-122.037023,829,240.36,4,Stayed,0,63,0,0
595334,6485-QXWWE,No,No,Yes,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26,1638.7,Female,51,No,No,No,Yes,3,Old Station,96071,40.656287,-121.428965,182,1814.16,3,Stayed,0,46,0,0
642401,2761-OCIAX,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,165.4,Male,74,No,Yes,No,No,0,Palo Cedro,96073,40.582399,-122.195512,4931,178.42,2,Churned,1,81,Competitor,Competitor made better offer
373898,7321-VGNKU,No,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.35,120.25,Female,45,No,No,Yes,No,0,Paskenta,96074,39.884395,-122.587513,263,155.65,3,Joined,0,39,0,0
660169,5327-CNLUQ,No,Yes,No,48,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),96.9,4473.45,Male,33,No,No,Yes,No,0,Paynes Creek,96075,40.343213,-121.815412,433,4766.25,4,Stayed,0,38,0,0
462701,7552-KEYGT,No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.55,520.55,Male,53,No,No,Yes,No,0,Platina,96076,40.367964,-122.937379,215,1713.68,4,Stayed,0,44,0,0
438383,5816-JMLGY,No,Yes,Yes,70,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.4,5717.85,Female,28,Yes,No,Yes,No,0,Red Bluff,96080,40.186772,-122.388361,26438,8502.45,5,Stayed,0,28,0,0
631003,3068-OMWZA,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.8,88.8,Male,77,No,Yes,No,No,0,Round Mountain,96084,40.923558,-122.059933,459,148.4,1,Churned,1,91,Competitor,Competitor made better offer
129434,2927-QRRQV,No,Yes,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,94.65,4312.5,Male,44,No,No,Yes,No,0,Scott Bar,96085,41.737962,-123.07557,88,4778.48,4,Stayed,0,79,0,0
335369,6032-KRXXO,No,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.25,2755.35,Male,33,No,No,No,No,0,San Diego,92130,32.957195,-117.202542,28201,3657.15,2,Churned,1,84,Competitor,Competitor made better offer
994569,7459-RRWQZ,No,No,No,15,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.65,994.55,Female,51,No,No,No,No,0,San Diego,92130,32.957195,-117.202542,28201,1708.1,1,Churned,1,89,Competitor,Competitor made better offer
972617,6265-SXWBU,No,Yes,Yes,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),95.75,6511.25,Male,35,No,No,Yes,Yes,2,Shingletown,96088,40.497441,-121.827524,4231,9440.3,4,Stayed,0,74,0,0
439142,7941-RCJOW,No,No,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.55,1218.65,Male,34,No,No,No,No,0,Tehama,96090,40.021787,-122.127576,405,4124.15,5,Stayed,0,76,0,0
651434,6374-NTQLP,Yes,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1,7447.7,Male,67,No,Yes,Yes,Yes,2,Trinity Center,96091,41.081847,-122.700545,734,8698.74,3,Stayed,0,54,0,0
711052,4154-AQUGT,Yes,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.05,1169.35,Male,76,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,1188.46,1,Churned,1,82,Competitor,Competitor made better offer
205430,2387-KDZQY,No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.1,279.5,Male,46,No,No,No,No,0,Weaverville,96093,40.759401,-122.939337,3749,816.7,4,Stayed,0,51,0,0
321562,3584-WKTTW,No,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.55,5720.35,Male,23,Yes,No,Yes,No,0,Weed,96094,41.465121,-122.380947,5896,7725.67,4,Stayed,0,35,0,0
211842,3399-BMLVW,No,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),60.5,3121.45,Male,40,No,No,Yes,No,0,Whitmore,96096,40.637105,-121.906949,843,3607.48,3,Stayed,0,75,0,0
876555,1971-DTCZB,No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),90.95,6468.6,Female,52,No,No,Yes,No,0,Yreka,96097,41.764869,-122.671316,9538,9538.68,3,Stayed,0,54,0,0
891927,3092-IGHWF,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,87.4,5918.8,Male,34,No,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,7821.6,2,Churned,1,65,Competitor,Competitor made better offer
817527,3374-PZLXD,No,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.7,675.6,Male,31,No,No,No,No,0,Blairsden Graeagle,96103,39.783747,-120.661032,1839,1917.28,3,Stayed,0,73,0,0
790845,3813-DHBBB,No,Yes,No,67,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),50.95,3521.7,Male,39,No,No,Yes,No,0,Cedarville,96104,41.505916,-120.152505,857,3521.7,3,Stayed,0,77,0,0
819809,2812-REYAT,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,923.1,Female,56,No,No,Yes,No,0,Chilcoot,96105,39.872961,-120.198876,650,2006,5,Stayed,0,72,0,0
810481,6518-PPLMZ,No,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4,1110.35,Male,38,No,No,Yes,Yes,3,Clio,96106,39.745805,-120.580882,88,2452.31,3,Stayed,0,73,0,0
310825,4939-KYYPY,No,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,59.45,1611.65,Male,55,No,No,No,No,0,Coleville,96107,38.42528,-119.475741,1332,2528.03,4,Stayed,0,23,0,0
625288,8017-LXHFA,Yes,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,2293.6,Female,77,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,3010.51,2,Churned,1,95,Competitor,Competitor made better offer
551952,5930-GBIWP,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),81.5,5553.25,Male,46,No,No,No,No,0,Doyle,96109,40.012675,-120.101857,1177,5776.81,4,Stayed,0,45,0,0
690866,6022-KOUQO,No,Yes,Yes,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.05,44.75,Female,51,No,No,Yes,Yes,2,Eagleville,96110,41.280341,-120.150381,132,44.75,4,Joined,0,22,0,0
816174,6352-TWCAU,No,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.45,3029.1,Female,32,No,No,No,No,0,San Diego,92130,32.957195,-117.202542,28201,3696.55,1,Churned,1,68,Competitor,Competitor made better offer
111919,2361-UPSND,No,Yes,No,46,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.6,3231.05,Female,45,No,No,Yes,No,0,Herlong,96113,40.198234,-120.18089,946,5289.55,3,Stayed,0,52,0,0
250435,6035-RIIOM,No,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),97.2,5129.45,Female,39,No,No,No,No,0,Janesville,96114,40.294034,-120.512622,3093,6833.15,5,Stayed,0,55,0,0
319453,2929-QNSRW,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,98.25,5508.35,Female,21,Yes,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,6731.31,1,Churned,1,90,Competitor,Competitor made better offer
959510,1262-OPMFY,No,Yes,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.75,655.9,Female,46,No,No,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,941.65,3,Churned,1,92,Competitor,Competitor made better offer
307399,9504-DSHWM,No,No,No,20,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.2,1191.2,Male,53,No,No,No,No,0,Litchfield,96117,40.507272,-120.338228,385,1984,3,Stayed,0,58,0,0
574492,5035-BVCXS,No,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,75.9,866.4,Male,20,Yes,No,No,No,0,Loyalton,96118,39.637471,-120.226338,1822,1015.45,4,Stayed,0,70,0,0
164618,6267-DCFFZ,Yes,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.05,2627.2,Female,68,No,Yes,Yes,No,0,Madeline,96119,41.042003,-120.506086,85,4059.7,5,Stayed,0,39,0,0
123928,3533-UVMOM,No,Yes,No,68,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),70.95,4741.45,Male,56,No,No,Yes,No,0,Markleeville,96120,38.735789,-119.85798,957,5553.37,3,Stayed,0,43,0,0
313498,2439-LYPMQ,Yes,Yes,No,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.6,4009.2,Male,79,No,Yes,Yes,No,0,Milford,96121,40.181279,-120.392967,481,4143.89,4,Stayed,0,40,0,0
725601,4248-QPAVC,Yes,Yes,No,17,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),85.35,1463.45,Female,80,No,Yes,Yes,No,0,San Diego,92130,32.957195,-117.202542,28201,2089.39,1,Churned,1,90,Competitor,Competitor made better offer
854115,1899-VXWXM,No,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),106.1,5082.8,Male,55,No,No,No,No,0,San Diego,92130,32.957195,-117.202542,28201,6269.84,1,Churned,1,89,Other,Don't know
103560,1478-VPOAD,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,43.8,43.8,Female,39,No,No,No,No,0,Calpine,96124,39.672813,-120.456699,322,81.3,5,Joined,0,31,0,0
388390,9995-HOTOH,No,Yes,Yes,63,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,59,3707.6,Male,36,No,No,Yes,No,0,Sierra City,96125,39.600599,-120.636358,348,3707.6,3,Stayed,0,20,0,0
275376,2988-PLAHS,No,No,No,3,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,69.95,220.45,Female,58,No,No,No,No,0,Sierraville,96126,39.559709,-120.345639,227,338.98,5,Joined,0,67,0,0
273916,1371-OJCEK,No,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.35,1133.7,Female,25,Yes,No,No,No,0,Standish,96128,40.346634,-120.386422,408,1789.86,5,Stayed,0,70,0,0
701850,4999-IEZLT,No,No,No,66,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),29.45,1983.15,Male,45,No,No,No,No,0,Susanville,96130,40.559177,-120.612113,19440,1983.15,3,Stayed,0,55,0,0
994134,8883-ANODQ,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),84.4,5746.75,Female,44,No,No,Yes,Yes,1,Termo,96132,41.027281,-120.669427,72,7442.67,5,Stayed,0,34,0,0
663954,4690-LLKUA,Yes,No,No,17,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.05,770.6,Male,68,No,Yes,No,No,0,San Diego,92130,32.957195,-117.202542,28201,1466.41,1,Churned,1,93,Competitor,Competitor made better offer
275674,2351-RRBUE,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,134.05,Female,20,Yes,No,Yes,No,0,Tulelake,96134,41.813521,-121.492666,2595,425.53,4,Stayed,0,70,0,0
